position_x,position_y,task_type,wifi_rssi,wifi_snr,wifi_bandwidth,wifi_latency,wifi_distance,5g_rssi,5g_snr,5g_bandwidth,5g_latency,5g_distance,ble_rssi,ble_snr,ble_bandwidth,ble_latency,ble_distance,optimal_network
990,800,1,-999.0,-999.0,0.0,9999,9999.0,-76.0,24.0,200.0,10,352.27829907617075,-999.0,-999.0,0.0,9999,9999.0,1
990,810,0,-999.0,-999.0,0.0,9999,9999.0,-77.2,22.8,200.0,10,358.05027579936313,-999.0,-999.0,0.0,9999,9999.0,1
990,820,1,-999.0,-999.0,0.0,9999,9999.0,-73.9,26.1,200.0,10,364.0054944640259,-999.0,-999.0,0.0,9999,9999.0,1
990,830,0,-999.0,-999.0,0.0,9999,9999.0,-80.1,19.9,200.0,10,370.1351104664349,-999.0,-999.0,0.0,9999,9999.0,1
990,840,0,-999.0,-999.0,0.0,9999,9999.0,-81.7,18.3,200.0,11,376.4306044943742,-999.0,-999.0,0.0,9999,9999.0,1
990,850,2,-999.0,-999.0,0.0,9999,9999.0,-74.6,25.4,200.0,10,382.88379438153294,-999.0,-999.0,0.0,9999,9999.0,1
990,860,2,-999.0,-999.0,0.0,9999,9999.0,-82.2,17.8,200.0,11,389.48684188300894,-999.0,-999.0,0.0,9999,9999.0,1
990,870,0,-999.0,-999.0,0.0,9999,9999.0,-80.7,19.3,200.0,10,751.6648189186454,-999.0,-999.0,0.0,9999,9999.0,1
990,880,0,-999.0,-999.0,0.0,9999,9999.0,-78.9,21.1,200.0,10,759.2759709091287,-999.0,-999.0,0.0,9999,9999.0,1
990,890,0,-999.0,-999.0,0.0,9999,9999.0,-77.5,22.5,200.0,10,410.1219330881976,-999.0,-999.0,0.0,9999,9999.0,1
990,900,1,-999.0,-999.0,0.0,9999,9999.0,-77.7,22.3,200.0,10,774.6612162745726,-999.0,-999.0,0.0,9999,9999.0,1
990,910,2,-999.0,-999.0,0.0,9999,9999.0,-78.4,21.6,200.0,10,424.4997055358225,-999.0,-999.0,0.0,9999,9999.0,1
990,920,0,-999.0,-999.0,0.0,9999,9999.0,-76.4,23.6,200.0,10,431.8564576337837,-999.0,-999.0,0.0,9999,9999.0,1
990,930,0,-999.0,-999.0,0.0,9999,9999.0,-79.7,20.3,200.0,10,834.8652585896721,-999.0,-999.0,0.0,9999,9999.0,1
990,940,2,-999.0,-999.0,0.0,9999,9999.0,-78.8,21.2,200.0,10,446.8780594300866,-999.0,-999.0,0.0,9999,9999.0,1
990,950,0,-999.0,-999.0,0.0,9999,9999.0,-80.0,20.0,200.0,10,454.53272709454046,-999.0,-999.0,0.0,9999,9999.0,1
990,960,2,-999.0,-999.0,0.0,9999,9999.0,-77.3,22.7,200.0,10,462.2769732530488,-999.0,-999.0,0.0,9999,9999.0,1
990,970,1,-999.0,-999.0,0.0,9999,9999.0,-78.4,21.6,200.0,10,470.1063709417263,-999.0,-999.0,0.0,9999,9999.0,1
990,980,2,-999.0,-999.0,0.0,9999,9999.0,-76.1,23.9,200.0,10,478.0167361086848,-999.0,-999.0,0.0,9999,9999.0,1
990,990,0,-999.0,-999.0,0.0,9999,9999.0,-83.2,16.8,200.0,12,846.2860036654275,-999.0,-999.0,0.0,9999,9999.0,1
990,999,1,-999.0,-999.0,0.0,9999,9999.0,-84.5,15.5,200.0,15,493.2555118799992,-999.0,-999.0,0.0,9999,9999.0,1
990,999,0,-999.0,-999.0,0.0,9999,9999.0,-75.3,24.7,200.0,10,493.2555118799992,-999.0,-999.0,0.0,9999,9999.0,1
990,999,1,-999.0,-999.0,0.0,9999,9999.0,-73.5,26.5,200.0,10,493.2555118799992,-999.0,-999.0,0.0,9999,9999.0,1
990,999,0,-999.0,-999.0,0.0,9999,9999.0,-83.1,16.9,200.0,12,1123.610697706283,-999.0,-999.0,0.0,9999,9999.0,1
980,999,1,-999.0,-999.0,0.0,9999,9999.0,-77.3,22.7,200.0,10,487.44333003950317,-999.0,-999.0,0.0,9999,9999.0,1
970,999,1,-999.0,-999.0,0.0,9999,9999.0,-76.8,23.2,200.0,10,481.76861666156714,-999.0,-999.0,0.0,9999,9999.0,1
970,989,0,-999.0,-999.0,0.0,9999,9999.0,-75.6,24.4,200.0,10,473.5197989524831,-999.0,-999.0,0.0,9999,9999.0,1
970,999,0,-999.0,-999.0,0.0,9999,9999.0,-83.3,16.7,200.0,12,842.3188232492492,-999.0,-999.0,0.0,9999,9999.0,1
970,989,1,-999.0,-999.0,0.0,9999,9999.0,-77.8,22.2,200.0,10,473.5197989524831,-999.0,-999.0,0.0,9999,9999.0,1
980,989,0,-999.0,-999.0,0.0,9999,9999.0,-81.6,18.4,200.0,11,479.29218645832316,-999.0,-999.0,0.0,9999,9999.0,1
970,989,0,-999.0,-999.0,0.0,9999,9999.0,-81.1,18.9,200.0,10,834.0389679145693,-999.0,-999.0,0.0,9999,9999.0,1
970,999,0,-999.0,-999.0,0.0,9999,9999.0,-83.2,16.8,200.0,12,481.76861666156714,-999.0,-999.0,0.0,9999,9999.0,1
970,999,1,-999.0,-999.0,0.0,9999,9999.0,-79.2,20.8,200.0,10,481.76861666156714,-999.0,-999.0,0.0,9999,9999.0,1
960,999,1,-999.0,-999.0,0.0,9999,9999.0,-82.5,17.5,200.0,11,476.2362858917829,-999.0,-999.0,0.0,9999,9999.0,1
950,999,0,-999.0,-999.0,0.0,9999,9999.0,-81.4,18.6,200.0,11,470.85135658719304,-999.0,-999.0,0.0,9999,9999.0,1
950,989,0,-999.0,-999.0,0.0,9999,9999.0,-81.6,18.4,200.0,11,1088.5866984305844,-999.0,-999.0,0.0,9999,9999.0,1
950,979,1,-999.0,-999.0,0.0,9999,9999.0,-81.2,18.8,200.0,10,454.0275322048212,-999.0,-999.0,0.0,9999,9999.0,1
940,979,1,-999.0,-999.0,0.0,9999,9999.0,-79.6,20.4,200.0,10,448.59893000318226,-999.0,-999.0,0.0,9999,9999.0,1
940,969,2,-999.0,-999.0,0.0,9999,9999.0,-81.6,18.4,200.0,11,440.18291652448306,-999.0,-999.0,0.0,9999,9999.0,1
940,959,0,-999.0,-999.0,0.0,9999,9999.0,-86.4,13.6,200.0,23,431.83445902336234,-999.0,-999.0,0.0,9999,9999.0,1
940,969,1,-999.0,-999.0,0.0,9999,9999.0,-76.7,23.3,200.0,10,440.18291652448306,-999.0,-999.0,0.0,9999,9999.0,1
950,969,2,-999.0,-999.0,0.0,9999,9999.0,-82.5,17.5,200.0,11,445.7140338827127,-999.0,-999.0,0.0,9999,9999.0,1
960,969,1,-999.0,-999.0,0.0,9999,9999.0,-77.8,22.2,200.0,10,451.3989366403071,-999.0,-999.0,0.0,9999,9999.0,1
960,959,0,-999.0,-999.0,0.0,9999,9999.0,-78.3,21.7,200.0,10,443.2617736733002,-999.0,-999.0,0.0,9999,9999.0,1
960,969,1,-999.0,-999.0,0.0,9999,9999.0,-82.4,17.6,200.0,11,451.3989366403071,-999.0,-999.0,0.0,9999,9999.0,1
960,979,1,-999.0,-999.0,0.0,9999,9999.0,-82.2,17.8,200.0,11,459.60961695769595,-999.0,-999.0,0.0,9999,9999.0,1
970,979,0,-999.0,-999.0,0.0,9999,9999.0,-82.9,17.1,200.0,12,825.7971905982728,-999.0,-999.0,0.0,9999,9999.0,1
960,979,0,-999.0,-999.0,0.0,9999,9999.0,-81.4,18.6,200.0,11,459.60961695769595,-999.0,-999.0,0.0,9999,9999.0,1
950,979,2,-999.0,-999.0,0.0,9999,9999.0,-80.7,19.3,200.0,10,454.0275322048212,-999.0,-999.0,0.0,9999,9999.0,1
950,969,0,-999.0,-999.0,0.0,9999,9999.0,-88.0,12.0,200.0,39,445.7140338827127,-999.0,-999.0,0.0,9999,9999.0,1
940,969,0,-999.0,-999.0,0.0,9999,9999.0,-81.0,19.0,200.0,10,440.18291652448306,-999.0,-999.0,0.0,9999,9999.0,1
940,959,0,-999.0,-999.0,0.0,9999,9999.0,-73.7,26.3,200.0,10,431.83445902336234,-999.0,-999.0,0.0,9999,9999.0,1
940,969,1,-999.0,-999.0,0.0,9999,9999.0,-85.1,14.9,200.0,17,440.18291652448306,-999.0,-999.0,0.0,9999,9999.0,1
940,959,0,-999.0,-999.0,0.0,9999,9999.0,-77.9,22.1,200.0,10,431.83445902336234,-999.0,-999.0,0.0,9999,9999.0,1
950,959,0,-999.0,-999.0,0.0,9999,9999.0,-78.1,21.9,200.0,10,797.9855888423049,-999.0,-999.0,0.0,9999,9999.0,1
960,959,2,-999.0,-999.0,0.0,9999,9999.0,-80.1,19.9,200.0,10,443.2617736733002,-999.0,-999.0,0.0,9999,9999.0,1
960,949,0,-999.0,-999.0,0.0,9999,9999.0,-82.5,17.5,200.0,11,795.4879005993743,-999.0,-999.0,0.0,9999,9999.0,1
970,949,1,-999.0,-999.0,0.0,9999,9999.0,-79.2,20.8,200.0,10,441.2493626057719,-999.0,-999.0,0.0,9999,9999.0,1
980,949,0,-999.0,-999.0,0.0,9999,9999.0,-81.1,18.9,200.0,10,447.4382638979371,-999.0,-999.0,0.0,9999,9999.0,1
980,959,1,-999.0,-999.0,0.0,9999,9999.0,-83.7,16.3,200.0,13,455.2812317677943,-999.0,-999.0,0.0,9999,9999.0,1
970,959,0,-999.0,-999.0,0.0,9999,9999.0,-83.0,17.0,200.0,12,449.2004007121988,-999.0,-999.0,0.0,9999,9999.0,1
970,969,0,-999.0,-999.0,0.0,9999,9999.0,-83.1,16.9,200.0,12,457.23188865169936,-999.0,-999.0,0.0,9999,9999.0,1
960,969,0,-999.0,-999.0,0.0,9999,9999.0,-80.3,19.7,200.0,10,451.3989366403071,-999.0,-999.0,0.0,9999,9999.0,1
950,969,0,-999.0,-999.0,0.0,9999,9999.0,-83.2,16.8,200.0,12,445.7140338827127,-999.0,-999.0,0.0,9999,9999.0,1
950,959,0,-999.0,-999.0,0.0,9999,9999.0,-78.7,21.3,200.0,10,437.47114190538326,-999.0,-999.0,0.0,9999,9999.0,1
950,969,1,-999.0,-999.0,0.0,9999,9999.0,-77.0,23.0,200.0,10,445.7140338827127,-999.0,-999.0,0.0,9999,9999.0,1
960,969,2,-999.0,-999.0,0.0,9999,9999.0,-85.2,14.8,200.0,17,811.8873074509787,-999.0,-999.0,0.0,9999,9999.0,1
970,969,2,-999.0,-999.0,0.0,9999,9999.0,-84.6,15.4,200.0,15,457.23188865169936,-999.0,-999.0,0.0,9999,9999.0,1
970,979,0,-999.0,-999.0,0.0,9999,9999.0,-80.8,19.2,200.0,10,465.33966089298684,-999.0,-999.0,0.0,9999,9999.0,1
970,989,2,-999.0,-999.0,0.0,9999,9999.0,-81.4,18.6,200.0,11,473.5197989524831,-999.0,-999.0,0.0,9999,9999.0,1
980,989,0,-999.0,-999.0,0.0,9999,9999.0,-83.7,16.3,200.0,13,892.5922921468681,-999.0,-999.0,0.0,9999,9999.0,1
990,989,0,-999.0,-999.0,0.0,9999,9999.0,-80.2,19.8,200.0,10,485.20201978145144,-999.0,-999.0,0.0,9999,9999.0,1
990,999,1,-999.0,-999.0,0.0,9999,9999.0,-88.3,11.7,199.79,43,493.2555118799992,-999.0,-999.0,0.0,9999,9999.0,1
990,989,0,-999.0,-999.0,0.0,9999,9999.0,-74.9,25.1,200.0,10,485.20201978145144,-999.0,-999.0,0.0,9999,9999.0,1
990,979,0,-999.0,-999.0,0.0,9999,9999.0,-85.0,15.0,200.0,16,837.3416268166775,-999.0,-999.0,0.0,9999,9999.0,1
980,979,0,-999.0,-999.0,0.0,9999,9999.0,-81.0,19.0,200.0,10,471.2122663938196,-999.0,-999.0,0.0,9999,9999.0,1
990,979,1,-999.0,-999.0,0.0,9999,9999.0,-77.3,22.7,200.0,10,477.22217048247035,-999.0,-999.0,0.0,9999,9999.0,1
980,979,0,-999.0,-999.0,0.0,9999,9999.0,-83.5,16.5,200.0,13,471.2122663938196,-999.0,-999.0,0.0,9999,9999.0,1
990,979,0,-999.0,-999.0,0.0,9999,9999.0,-83.5,16.5,200.0,13,477.22217048247035,-999.0,-999.0,0.0,9999,9999.0,1
999,979,0,-999.0,-999.0,0.0,9999,9999.0,-75.7,24.3,200.0,10,482.7442387020274,-999.0,-999.0,0.0,9999,9999.0,1
999,989,1,-999.0,-999.0,0.0,9999,9999.0,-83.6,16.4,200.0,13,490.63428335166304,-999.0,-999.0,0.0,9999,9999.0,1
999,989,0,-999.0,-999.0,0.0,9999,9999.0,-82.8,17.2,200.0,12,490.63428335166304,-999.0,-999.0,0.0,9999,9999.0,1
999,999,0,-999.0,-999.0,0.0,9999,9999.0,-75.7,24.3,200.0,10,498.60004011231285,-999.0,-999.0,0.0,9999,9999.0,1
999,999,0,-999.0,-999.0,0.0,9999,9999.0,-82.8,17.2,200.0,12,904.4346300313804,-999.0,-999.0,0.0,9999,9999.0,1
989,999,1,-999.0,-999.0,0.0,9999,9999.0,-81.6,18.4,200.0,11,492.66824537410565,-999.0,-999.0,0.0,9999,9999.0,1
989,999,0,-999.0,-999.0,0.0,9999,9999.0,-80.5,19.5,200.0,10,492.66824537410565,-999.0,-999.0,0.0,9999,9999.0,1
989,999,0,-999.0,-999.0,0.0,9999,9999.0,-81.0,19.0,200.0,10,853.066234239757,-999.0,-999.0,0.0,9999,9999.0,1
989,989,0,-999.0,-999.0,0.0,9999,9999.0,-83.7,16.3,200.0,13,844.891709037318,-999.0,-999.0,0.0,9999,9999.0,1
999,989,1,-999.0,-999.0,0.0,9999,9999.0,-79.8,20.2,200.0,10,850.7185198407285,-999.0,-999.0,0.0,9999,9999.0,1
989,989,0,-999.0,-999.0,0.0,9999,9999.0,-81.6,18.4,200.0,11,484.6049937835969,-999.0,-999.0,0.0,9999,9999.0,1
999,989,0,-999.0,-999.0,0.0,9999,9999.0,-78.3,21.7,200.0,10,490.63428335166304,-999.0,-999.0,0.0,9999,9999.0,1
989,989,1,-999.0,-999.0,0.0,9999,9999.0,-84.7,15.3,200.0,15,484.6049937835969,-999.0,-999.0,0.0,9999,9999.0,1
989,979,1,-999.0,-999.0,0.0,9999,9999.0,-78.3,21.7,200.0,10,476.615148731133,-999.0,-999.0,0.0,9999,9999.0,1
989,969,0,-999.0,-999.0,0.0,9999,9999.0,-74.7,25.3,200.0,10,468.70246425637663,-999.0,-999.0,0.0,9999,9999.0,1
989,979,1,-999.0,-999.0,0.0,9999,9999.0,-86.6,13.4,200.0,24,1108.7659807191055,-999.0,-999.0,0.0,9999,9999.0,1
999,979,0,-999.0,-999.0,0.0,9999,9999.0,-79.1,20.9,200.0,10,482.7442387020274,-999.0,-999.0,0.0,9999,9999.0,1
999,989,0,-999.0,-999.0,0.0,9999,9999.0,-81.3,18.7,200.0,11,490.63428335166304,-999.0,-999.0,0.0,9999,9999.0,1
999,999,0,-999.0,-999.0,0.0,9999,9999.0,-83.5,16.5,200.0,13,498.60004011231285,-999.0,-999.0,0.0,9999,9999.0,1
999,999,0,-999.0,-999.0,0.0,9999,9999.0,-71.9,28.1,200.0,10,498.60004011231285,-999.0,-999.0,0.0,9999,9999.0,1
999,999,1,-999.0,-999.0,0.0,9999,9999.0,-77.5,22.5,200.0,10,498.60004011231285,-999.0,-999.0,0.0,9999,9999.0,1
999,989,1,-999.0,-999.0,0.0,9999,9999.0,-86.1,13.9,200.0,21,490.63428335166304,-999.0,-999.0,0.0,9999,9999.0,1
999,979,0,-999.0,-999.0,0.0,9999,9999.0,-79.6,20.4,200.0,10,482.7442387020274,-999.0,-999.0,0.0,9999,9999.0,1
989,979,0,-999.0,-999.0,0.0,9999,9999.0,-78.4,21.6,200.0,10,476.615148731133,-999.0,-999.0,0.0,9999,9999.0,1
999,979,0,-999.0,-999.0,0.0,9999,9999.0,-82.1,17.9,200.0,11,482.7442387020274,-999.0,-999.0,0.0,9999,9999.0,1
999,979,1,-999.0,-999.0,0.0,9999,9999.0,-81.8,18.2,200.0,11,482.7442387020274,-999.0,-999.0,0.0,9999,9999.0,1
999,969,0,-999.0,-999.0,0.0,9999,9999.0,-84.5,15.5,200.0,15,474.9336795806337,-999.0,-999.0,0.0,9999,9999.0,1
999,979,0,-999.0,-999.0,0.0,9999,9999.0,-84.3,15.7,200.0,14,482.7442387020274,-999.0,-999.0,0.0,9999,9999.0,1
999,989,0,-999.0,-999.0,0.0,9999,9999.0,-78.9,21.1,200.0,10,490.63428335166304,-999.0,-999.0,0.0,9999,9999.0,1
999,979,0,-999.0,-999.0,0.0,9999,9999.0,-78.7,21.3,200.0,10,482.7442387020274,-999.0,-999.0,0.0,9999,9999.0,1
999,969,1,-999.0,-999.0,0.0,9999,9999.0,-87.2,12.8,200.0,29,834.6028995875823,-999.0,-999.0,0.0,9999,9999.0,1
999,979,0,-999.0,-999.0,0.0,9999,9999.0,-82.9,17.1,200.0,12,482.7442387020274,-999.0,-999.0,0.0,9999,9999.0,1
999,989,0,-999.0,-999.0,0.0,9999,9999.0,-83.7,16.3,200.0,13,894.4953884733001,-999.0,-999.0,0.0,9999,9999.0,1
999,979,0,-999.0,-999.0,0.0,9999,9999.0,-85.2,14.8,200.0,17,482.7442387020274,-999.0,-999.0,0.0,9999,9999.0,1
989,979,0,-999.0,-999.0,0.0,9999,9999.0,-80.7,19.3,200.0,10,476.615148731133,-999.0,-999.0,0.0,9999,9999.0,1
989,969,2,-999.0,-999.0,0.0,9999,9999.0,-83.9,16.1,200.0,13,468.70246425637663,-999.0,-999.0,0.0,9999,9999.0,1
979,969,0,-999.0,-999.0,0.0,9999,9999.0,-82.1,17.9,200.0,11,462.60350193227026,-999.0,-999.0,0.0,9999,9999.0,1
989,969,0,-999.0,-999.0,0.0,9999,9999.0,-76.0,24.0,200.0,10,468.70246425637663,-999.0,-999.0,0.0,9999,9999.0,1
999,969,2,-999.0,-999.0,0.0,9999,9999.0,-80.4,19.6,200.0,10,474.9336795806337,-999.0,-999.0,0.0,9999,9999.0,1
989,969,1,-999.0,-999.0,0.0,9999,9999.0,-80.1,19.9,200.0,10,468.70246425637663,-999.0,-999.0,0.0,9999,9999.0,1
989,979,0,-999.0,-999.0,0.0,9999,9999.0,-75.2,24.8,200.0,10,476.615148731133,-999.0,-999.0,0.0,9999,9999.0,1
979,979,1,-999.0,-999.0,0.0,9999,9999.0,-84.3,15.7,200.0,14,470.61874165825566,-999.0,-999.0,0.0,9999,9999.0,1
969,979,0,-999.0,-999.0,0.0,9999,9999.0,-84.0,16.0,200.0,14,825.2284532176529,-999.0,-999.0,0.0,9999,9999.0,1
979,979,2,-999.0,-999.0,0.0,9999,9999.0,-83.8,16.2,200.0,13,470.61874165825566,-999.0,-999.0,0.0,9999,9999.0,1
969,979,1,-999.0,-999.0,0.0,9999,9999.0,-84.5,15.5,200.0,15,464.7601531973239,-999.0,-999.0,0.0,9999,9999.0,1
969,969,0,-999.0,-999.0,0.0,9999,9999.0,-78.7,21.3,200.0,10,456.64209179618996,-999.0,-999.0,0.0,9999,9999.0,1
959,969,0,-999.0,-999.0,0.0,9999,9999.0,-78.4,21.6,200.0,10,450.82369059311867,-999.0,-999.0,0.0,9999,9999.0,1
969,969,0,-999.0,-999.0,0.0,9999,9999.0,-80.1,19.9,200.0,10,456.64209179618996,-999.0,-999.0,0.0,9999,9999.0,1
979,969,0,-999.0,-999.0,0.0,9999,9999.0,-82.5,17.5,200.0,11,462.60350193227026,-999.0,-999.0,0.0,9999,9999.0,1
969,969,0,-999.0,-999.0,0.0,9999,9999.0,-76.5,23.5,200.0,10,456.64209179618996,-999.0,-999.0,0.0,9999,9999.0,1
979,969,2,-999.0,-999.0,0.0,9999,9999.0,-86.1,13.9,200.0,21,462.60350193227026,-999.0,-999.0,0.0,9999,9999.0,1
979,959,0,-999.0,-999.0,0.0,9999,9999.0,-84.4,15.6,200.0,14,454.6669110458776,-999.0,-999.0,0.0,9999,9999.0,1
979,969,2,-999.0,-999.0,0.0,9999,9999.0,-71.8,28.2,200.0,10,462.60350193227026,-999.0,-999.0,0.0,9999,9999.0,1
979,959,0,-999.0,-999.0,0.0,9999,9999.0,-79.6,20.4,200.0,10,454.6669110458776,-999.0,-999.0,0.0,9999,9999.0,1
989,959,0,-999.0,-999.0,0.0,9999,9999.0,-86.7,13.3,200.0,25,863.5982862419309,-999.0,-999.0,0.0,9999,9999.0,1
989,969,1,-999.0,-999.0,0.0,9999,9999.0,-79.1,20.9,200.0,10,468.70246425637663,-999.0,-999.0,0.0,9999,9999.0,1
999,969,1,-999.0,-999.0,0.0,9999,9999.0,-80.4,19.6,200.0,10,474.9336795806337,-999.0,-999.0,0.0,9999,9999.0,1
999,979,0,-999.0,-999.0,0.0,9999,9999.0,-80.7,19.3,200.0,10,482.7442387020274,-999.0,-999.0,0.0,9999,9999.0,1
989,979,1,-999.0,-999.0,0.0,9999,9999.0,-81.0,19.0,200.0,10,476.615148731133,-999.0,-999.0,0.0,9999,9999.0,1
999,979,1,-999.0,-999.0,0.0,9999,9999.0,-80.7,19.3,200.0,10,482.7442387020274,-999.0,-999.0,0.0,9999,9999.0,1
999,969,0,-999.0,-999.0,0.0,9999,9999.0,-83.7,16.3,200.0,13,474.9336795806337,-999.0,-999.0,0.0,9999,9999.0,1
989,969,0,-999.0,-999.0,0.0,9999,9999.0,-80.2,19.8,200.0,10,873.5456484923956,-999.0,-999.0,0.0,9999,9999.0,1
989,959,0,-999.0,-999.0,0.0,9999,9999.0,-76.8,23.2,200.0,10,460.87091468219165,-999.0,-999.0,0.0,9999,9999.0,1
989,969,0,-999.0,-999.0,0.0,9999,9999.0,-80.9,19.1,200.0,10,873.5456484923956,-999.0,-999.0,0.0,9999,9999.0,1
989,979,1,-999.0,-999.0,0.0,9999,9999.0,-84.2,15.8,200.0,14,836.7568344507262,-999.0,-999.0,0.0,9999,9999.0,1
999,979,1,-999.0,-999.0,0.0,9999,9999.0,-86.1,13.9,200.0,21,482.7442387020274,-999.0,-999.0,0.0,9999,9999.0,1
999,979,0,-999.0,-999.0,0.0,9999,9999.0,-79.4,20.6,200.0,10,482.7442387020274,-999.0,-999.0,0.0,9999,9999.0,1
989,979,0,-999.0,-999.0,0.0,9999,9999.0,-83.7,16.3,200.0,13,836.7568344507262,-999.0,-999.0,0.0,9999,9999.0,1
989,989,1,-999.0,-999.0,0.0,9999,9999.0,-73.7,26.3,200.0,10,484.6049937835969,-999.0,-999.0,0.0,9999,9999.0,1
979,989,0,-999.0,-999.0,0.0,9999,9999.0,-76.3,23.7,200.0,10,478.70867967898806,-999.0,-999.0,0.0,9999,9999.0,1
979,979,1,-999.0,-999.0,0.0,9999,9999.0,-88.5,11.5,195.58,47,470.61874165825566,-999.0,-999.0,0.0,9999,9999.0,1
989,979,1,-999.0,-999.0,0.0,9999,9999.0,-86.2,13.8,200.0,22,476.615148731133,-999.0,-999.0,0.0,9999,9999.0,1
989,969,1,-999.0,-999.0,0.0,9999,9999.0,-83.1,16.9,200.0,12,468.70246425637663,-999.0,-999.0,0.0,9999,9999.0,1
979,969,0,-999.0,-999.0,0.0,9999,9999.0,-83.5,16.5,200.0,13,462.60350193227026,-999.0,-999.0,0.0,9999,9999.0,1
989,969,0,-999.0,-999.0,0.0,9999,9999.0,-81.1,18.9,200.0,10,468.70246425637663,-999.0,-999.0,0.0,9999,9999.0,1
989,979,2,-999.0,-999.0,0.0,9999,9999.0,-84.6,15.4,200.0,15,476.615148731133,-999.0,-999.0,0.0,9999,9999.0,1
999,979,0,-999.0,-999.0,0.0,9999,9999.0,-79.6,20.4,200.0,10,482.7442387020274,-999.0,-999.0,0.0,9999,9999.0,1
999,989,1,-999.0,-999.0,0.0,9999,9999.0,-82.8,17.2,200.0,12,850.7185198407285,-999.0,-999.0,0.0,9999,9999.0,1
999,989,0,-999.0,-999.0,0.0,9999,9999.0,-75.1,24.9,200.0,10,490.63428335166304,-999.0,-999.0,0.0,9999,9999.0,1
999,999,1,-999.0,-999.0,0.0,9999,9999.0,-77.4,22.6,200.0,10,904.4346300313804,-999.0,-999.0,0.0,9999,9999.0,1
999,999,1,-999.0,-999.0,0.0,9999,9999.0,-77.7,22.3,200.0,10,498.60004011231285,-999.0,-999.0,0.0,9999,9999.0,1
989,999,1,-999.0,-999.0,0.0,9999,9999.0,-88.4,11.6,197.62,45,492.66824537410565,-999.0,-999.0,0.0,9999,9999.0,1
989,989,1,-999.0,-999.0,0.0,9999,9999.0,-82.7,17.3,200.0,12,844.891709037318,-999.0,-999.0,0.0,9999,9999.0,1
999,989,1,-999.0,-999.0,0.0,9999,9999.0,-83.4,16.6,200.0,13,1122.9078323709386,-999.0,-999.0,0.0,9999,9999.0,1
999,989,1,-999.0,-999.0,0.0,9999,9999.0,-76.1,23.9,200.0,10,490.63428335166304,-999.0,-999.0,0.0,9999,9999.0,1
999,979,0,-999.0,-999.0,0.0,9999,9999.0,-86.8,13.2,200.0,26,884.5575165018948,-999.0,-999.0,0.0,9999,9999.0,1
999,979,1,-999.0,-999.0,0.0,9999,9999.0,-81.1,18.9,200.0,10,482.7442387020274,-999.0,-999.0,0.0,9999,9999.0,1
999,979,0,-999.0,-999.0,0.0,9999,9999.0,-80.0,20.0,200.0,10,482.7442387020274,-999.0,-999.0,0.0,9999,9999.0,1
999,979,1,-999.0,-999.0,0.0,9999,9999.0,-80.4,19.6,200.0,10,482.7442387020274,-999.0,-999.0,0.0,9999,9999.0,1
999,989,0,-999.0,-999.0,0.0,9999,9999.0,-81.8,18.2,200.0,11,490.63428335166304,-999.0,-999.0,0.0,9999,9999.0,1
999,979,0,-999.0,-999.0,0.0,9999,9999.0,-82.6,17.4,200.0,11,482.7442387020274,-999.0,-999.0,0.0,9999,9999.0,1
999,969,0,-999.0,-999.0,0.0,9999,9999.0,-76.7,23.3,200.0,10,474.9336795806337,-999.0,-999.0,0.0,9999,9999.0,1
999,969,1,-999.0,-999.0,0.0,9999,9999.0,-76.6,23.4,200.0,10,474.9336795806337,-999.0,-999.0,0.0,9999,9999.0,1
989,969,2,-999.0,-999.0,0.0,9999,9999.0,-79.3,20.7,200.0,10,468.70246425637663,-999.0,-999.0,0.0,9999,9999.0,1
979,969,0,-999.0,-999.0,0.0,9999,9999.0,-77.2,22.8,200.0,10,462.60350193227026,-999.0,-999.0,0.0,9999,9999.0,1
989,969,0,-999.0,-999.0,0.0,9999,9999.0,-82.6,17.4,200.0,12,828.662778215602,-999.0,-999.0,0.0,9999,9999.0,1
979,969,1,-999.0,-999.0,0.0,9999,9999.0,-83.6,16.4,200.0,13,462.60350193227026,-999.0,-999.0,0.0,9999,9999.0,1
979,959,1,-999.0,-999.0,0.0,9999,9999.0,-76.3,23.7,200.0,10,454.6669110458776,-999.0,-999.0,0.0,9999,9999.0,1
979,949,2,-999.0,-999.0,0.0,9999,9999.0,-80.7,19.3,200.0,10,446.8131600568631,-999.0,-999.0,0.0,9999,9999.0,1
979,959,0,-999.0,-999.0,0.0,9999,9999.0,-81.2,18.8,200.0,11,454.6669110458776,-999.0,-999.0,0.0,9999,9999.0,1
969,959,0,-999.0,-999.0,0.0,9999,9999.0,-77.0,23.0,200.0,10,448.60004458314535,-999.0,-999.0,0.0,9999,9999.0,1
959,959,2,-999.0,-999.0,0.0,9999,9999.0,-83.8,16.2,200.0,13,861.0238091946122,-999.0,-999.0,0.0,9999,9999.0,1
959,969,0,-999.0,-999.0,0.0,9999,9999.0,-90.3,9.7,168.89,95,450.82369059311867,-999.0,-999.0,0.0,9999,9999.0,1
949,969,2,-999.0,-999.0,0.0,9999,9999.0,-80.8,19.2,200.0,10,805.7059016787701,-999.0,-999.0,0.0,9999,9999.0,1
959,969,2,-999.0,-999.0,0.0,9999,9999.0,-78.7,21.3,200.0,10,450.82369059311867,-999.0,-999.0,0.0,9999,9999.0,1
959,959,2,-999.0,-999.0,0.0,9999,9999.0,-80.7,19.3,200.0,10,442.67595371784086,-999.0,-999.0,0.0,9999,9999.0,1
